"movieNm","movieCd"
"나의 선택-잊혀진 가방 그 못다한 이야기","20113262"
"기타가 웃는다","20113411"
"십오야","20112767"
"타워 하이스트","20112707"
"스트레스를 부르는 그 이름 직장상사","20112971"
"아더 크리스마스","20112972"
"캐릭터","2010A742"
"모감보","19538014"
"백사대전","20112882"
"위대한 계시","20113155"
"엘리트 스쿼드 2","20111535"
"오싹한 연애","20113381"
"브레이킹 던 part1","20110905"
"REC 알이씨","20110939"
"내시","20101365"
"퀸 락 몬트리올","20090400"
"숏컷 ","19950228"
"오싱","19850024"
"""양 한 마리, 양 두 마리""","20100059"
"도쿄 오아시스","20113272"
"틴틴 : 유니콘호의 비밀","20112542"
"악인은 너무 많다","20113333"
"결정적 한방","20113312"
"래빗 홀","20113487"
"치코와 리타","20113501"
"파라노말액티비티-도쿄나이트","20113421"
"도리안 그레이","20098360"
"<중앙대학교 졸업영화제> A section","20113627"
"<중앙대학교 졸업영화제> B section","20113628"
"사랑방 손님과 어머니","20101044"
"미션","19869056"
"미래는 고양이처럼","20113482"
"메리와 맥스","20113502"
"플레이어","19930080"
"드래곤 길들이기","20100190"
"<중앙대학교 졸업영화제> C section","20113629"
"완벽한 파트너-감독판","20113805"
"진짜로 일어날지도 몰라 기적","20113473"
"자전거 탄 소년","20113481"
"꿍따리 유랑단","20119543"
"케빈에 대하여","20113486"
"""남겨진 미래, 남극""","20113824"
"르 아브르","20113362"
"블리츠","20113307"
"솔로몬과 시바의 여왕","20112777"
"12월 단편 상상극장-Happy 'New Queer'","20113536"
"로프트","20113326"
"세 번째 사랑","20113491"
"붉은 바캉스 검은 웨딩","20113631"
"죽음보다 깊은 잠","19790068"
"아멘","20112331"
"극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」","20112709"
"줄탁동시","20110985"
"길소뜸","20081066"
"(SIFF2011)개막식-개막작","20113741"
"노트북","20040734"
"스파이 넥스트 도어","20113664"
"만약 나무가 쓰러지면: 지구 해방 전선 이야기","20113571"
"나나나 : 여배우 민낯 프로젝트","20113568"
"마이 웨이","20110295"
"극장판 테니스의 왕자 : 영국식 테니스성 결전","20113534"
"투 올드 힙합 키드","20113567"
"로맨스 조","20112841"
"퍼펙트 게임","20113260"
"부러진 화살","20113535"
"나는 공무원이다","20113391"
"쇼처럼 즐거운 인생은 없다","19548012"
"밍크코트","20112781"
"SIFF2011-단편경쟁9","20113565"
"미션임파서블:고스트프로토콜","20112207"
"원더풀 라디오","20113671"
"S 중독자의 고백","20111961"
"리미츠 오브 컨트롤","20100772"
"셜록홈즈 : 그림자 게임","20112621"
"여자의 일생","20101406"
"오래된 인력거","20119436"
"SIFF2011-단편초청 1 그녀들","20113558"
"히어 앤 데어","20113656"
"앨빈과 슈퍼밴드3","20113311"
"오페라의 유령 : 25주년 특별 공연","20113471"
"프렌즈: 몬스터섬의비밀 3D","20113271"
"SIFF2011-단편경쟁2","20113538"
"SIFF2011-폐막식","20113577"
"러브 액츄얼리","20030404"
"두더지","20113722"
"컷","20113721"
"애심","20112768"
"라이온 킹","19940256"
"와일드 타겟","20113655"
"멋진 인생","20101020"
"극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」","20112708"
"12월 금요단편극장 [2011년을 빚낸 단편 영화 셋]","20113847"
"고고 70","20080741"
"내가 사는 피부","20113654"
"불신지옥","20090434"
"셜록 홈즈","20090856"
"코알라 키드 : 영웅의 탄생","20113811"
"(스페셜톡)2011년 영화 결산","20113742"
"삼거리극장","20060273"
"우리에게 내일은 없다","20070174"
"오즈의 마법사","19398001"
"[특별상영] 알이씨REC + 올드랭사인","20124025"
"댄싱퀸","20113743"
"반두비","20090292"
"페이스메이커","20113951"
"1월 단편 상상극장 - Happy ‘New Star’","20113892"
"인디애니 씨앗터 5회","20124014"
"파파","20113643"
"밀레니엄 제 1부 : 여자를 증오한 남자들","20113836"
"원스 어게인","20113822"
"송곳니","20113591"
"다크아워","20113652"
"초한지 - 천하대전","20113883"
"9월이 오면","20124048"
"부에노스 아이레스 탱고 카페","20081087"
"네버엔딩 스토리","20113636"
"밀레니엄 : 여자를 증오한 남자들","20110882"
"장화신은 고양이","20113862"
"퍼스널 이펙츠","20113974"
"요나요나 펭귄","20112936"
"영화제국 신필름의 역사","20112814"
"깊고 푸른 밤","20080693"
"우리는 동물원을 샀다","20113472"
"히로시마 내사랑","19590001"
"여성다큐멘터리스트-반이다1","20112945"
"말하는 건축가","20112808"
"신과 인간","20124114"
"타인의 취향","19990101"
"쥴 앤 짐","20050347"
"잃어버린 세계를 찾아서 2: 신비의 섬","20113653"
"부르주아의 은밀한 매력","19728081"
"범죄와의 전쟁: 나쁜놈들 전성시대","20113557"
"강철의 연금술사 : 미로스의 성스러운 별","20113914"
"데드 맨","19980148"
"아티스트","20113918"
"점박이:한반도의 공룡3D","20100215"
"슬랩스틱 브라더스","20124094"
"웰컴 투 마이 하트","20113492"
"하이힐을 신고 달리는 여자","20113881"
"원피스 3D : 밀짚모자 체이스","20124098"
"해피 피트 2","20113911"
"빠삐용","19730010"
"토르: 마법망치의 전설","20113920"
"도망자","20124135"
"스롤란 마이러브","20124138"
"뱅뱅클럽","20124095"
"워 호스","20124099"
"로제타","19998810"
"사랑의 스잔나","19760026"
"경의선","20070168"
"스타워즈:에피소드1 보이지 않는 위험 ","19990216"
"빅 미라클","20124011"
"붉은 수염","20124105"
"두 개의 선","20110608"
"하울링","20110249"
"엄마 없는 하늘 아래","20090758"
"우먼 인 블랙","20113975"
"원 포 더 머니","20124023"
"디센던트","20113981"
"더 그레이","20124021"
"팅커 테일러 솔저 스파이","20124134"
"천사의 숨소리","20110894"
"유리씨즈","20108723"
"맨 온 렛지","20124420"
"2월 단편 상상극장-2011 단편 명불허전","20124469"
"지난 여름 갑자기","19598020"
"레전드 오브 래빗","20113982"
"러브픽션","20113916"
"스탠리의 도시락 ","20124726"
"고스트 라이더 : 복수의 화신","20113890"
"나루토 질풍전 극장판: 블러드 프리즌","20124204"
"""열여덟, 열아홉""","20124381"
"움","20124167"
"황진이","20080695"
"돌아온 파워레인저 미라클포스","20124738"
"화차","20124050"
"돌아오지 않는 강","19548015"
"클린","20040740"
"토리노의 말","20124427"
"언더월드 4: 어웨이크닝","20124746"
"더 데이","20124808"
"볼츠와 블립 ","20119424"
"아멜리에","20010264"
"철의 여인","20113912"
"액트 오브 밸러: 최정예 특수부대 ","20124609"
"디스 민즈 워","20124096"
"닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동","20124166"
"밀림의 왕자 레오: 세상을 바꾸는 용기","20124552"
"마릴린 먼로와 함께한 일주일","20124186"
"비스트 앵콜 콘서트  3D","20124872"
"시체가 돌아왔다","20124051"
"세이프 하우스","20124449"
"휴고","20124551"
"가비","20111774"
"초속5센티미터","20070202"
"지상의 별처럼","20124530"
"청춘그루브","20116038"
"마지막 찻잔","19790038"
"만화방","20113322"
"마이 백 페이지","20113483"
"대장 부리바","19628008"
"3월 단편 상상극장-김경묵 감독 특별전","20124943"
"크로니클","20124666"
"해로 (偕老)","20111074"
"인디애니 씨앗터 7회","20124941"
"존 카터: 바숨 전쟁의 서막 ","20124629"
"성의 ","19870093"
"저스티스","20124932"
"가시","20112690"
"태어나서 미안해","20112071"
"용서받지 못한 자","20050303"
"밀레니엄 : 제2부 불을 가지고 노는 소녀","20124906"
"맘마미아!","20081169"
"스페이스 독","20124939"
"건축학개론","20124074"
"양자탄비 ","20124951"
"서약","20124874"
"언터처블: 1%의 우정","20124142"
"타이타닉","19980074"
"킬링 타임","20119516"
"홈 스위트 홈","20111957"
"용문비갑","20124944"
"똥파리","20090035"
"디어 한나","20113485"
"후회하지 않아","20060341"
"쿼바디스","19860125"
"별이 빛나는 밤","20113723"
"더 브라스 퀸텟","20119597"
"동굴 밖으로","20110519"
"열두살 샘","20125026"
"가을 소나타","20070396"
"콘트라밴드","20124873"
"자유부인 '81","20080699"
"어머니","20112465"
"연가시","20124062"
"끝과 시작","20119971"
"내가 누구인지 알려주세요","20125002"
"옥탑방열기","20124998"
"버스를 타라","20125005"
"왓빠이야기","20125000"
"아무도 꾸지 않은 꿈","20125004"
"춘희","19368015"
"세상의 모든 아침","20113877"
"코난: 암흑의 시대","20125106"
"우쿨렐레 사랑모임","20124999"
"인디다큐페스티발2012_국내신작전17","20124995"
"떠나지 못하는 사람들 - 끝나지 않은 이야기","20124990"
"용산 337가지로 표현하기 : 촛불 방송국 레아","20124989"
"용산 남일당 이야기","20100854"
"밀레니엄 : 제3부 벌집을 발로 찬 소녀","20124907"
"바비","20112791"
"나의 교실","20125006"
"술자리다큐","20112459"
"컬러풀","20001428"
"이민자","20124942"
"온 투어","20113484"
"타이탄의 분노","20124717"
"인류멸망 보고서","20068590"
"그녀가 떠날 때","20124947"
"헝거게임: 판엠의 불꽃","20124127"
"""혜원아, 사랑해""","20113991"
"리그렛","20125335"
"개선문","19780038"
"로맨스 그레이","19790005"
"하늘이 보내준 딸","20125307"
"간기남","20124032"
"""봄, 눈""","20113556"
"비버","20112884"
"인디애니 씨앗터 8회","20125706"
"미녀와 야수","19920231"
"러브 콜","20111003"
"멋진 악몽","20125286"
"양 도살자","20080589"
"시간의 숲","20125746"
"서편제","19930025"
"종착역","20101371"
"백설공주","20125426"
"지옥화","20100511"
"마더 데레사","20040797"
"킹메이커","20125126"
"지킬 박사와 하이드","20124706"
"더 박스","20098164"
"배틀쉽","20112134"
"듀엣","20125526"
"픽쳐 미 : 모델 다이어리","20125726"
"아내는 고백한다","20090754"
"크레이지 호스","20125046"
"O의 정사2","20125931"
"하인","20125319"
"시민 케인","19418007"
"석류의 빛깔 ","20125316"
"코리아","20124045"
"싸고 좋은 집","20111266"
"얼어붙은 땅","20100220"
"""실종, 어느날납치된소녀""","20125968"
"저스트 프렌즈","20125886"
"개구장이 도련님","20125989"
"""실종, 완벽한 사육""","20125933"
"더 이상 기타소리를 들을 수 없어","20125310"
"은교","20124066"
"아버지를 위한 노래","20098183"
"로봇(애니)","20050168"
"지크프리트","20124362"
"너무 밝히는 소녀 알마","20111826"
"""먼 목소리, 계속되는 삶""","20125311"
"모던 패밀리","20125909"
"구멍","20125929"
"어벤져스","20124721"
"베스트 엑조틱 메리골드 호텔","20126470"
"너는 내 운명","19800019"
"누구를 위하여 종은 울리나","20100359"
"믹막: 티르라리고 사람들","20125268"
"이수","20124336"
"할머니는 일학년","20125208"
"짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전","20125427"
"트로피컬 마닐라","20081510"
"아버지는 개다","20119433"
"버니드롭","20126027"
"로렉스","20113889"
"디바이드","20124867"
"7인의 신부","19548009"
"단델리온 더스트","20125267"
"야곱 신부의 편지","20125766"
"할매","20126528"
"48시간의 일탈","20126143"
"돈의 맛","20124064"
"자이언트","20101381"
"쫑","20126166"
"레옹","20126132"
"레이드 : 첫번째 습격","20125467"
"""소년, 소년을 만나다""","20081612"
"내 아내의 모든 것","20113554"
"장화신은 고양이 디 오리지널","20125915"
"딱따구리와 비","20125912"
"다크 섀도우","20125866"
"몬스터","20126146"
"하이 눈","20126329"
"봄이니까","20110439"
"내츄럴 어반 네이쳐","20126140"
"6월의 산","20126141"
"늪","20126130"
"퍼스트 그레이더","20124719"
"데인저러스 메소드","20125649"
"오 마이 갓","20126331"
"코끼리","20111869"
"토토","20126128"
"더 스노우 래빗","20111331"
"크레센도","20111330"
"맨 인 블랙 3","20113885"
"머신건 프리처","20125486"
"미확인 동영상 : 절대클릭금지","20110312"
"서울 사는 고양이","20111350"
"낙타들","20110879"
"콜드 라잇 오브 데이","20125907"
"디드씨 도시로가다","20108944"
"돈","19838214"
"멜랑콜리아","20125967"
"3.11: 이와이 슌지와 친구들","20126212"
"더블스피크","20126244"
"그 여름의 바다","20100157"
"저수지의 개들 take 2. 낙동강 (with 바드&정민아)","20126243"
"지구의 아이들 단편 모음 2","20110374"
"I AM","20113553"
"제7의 봉인","20070400"
"글로벌 워밍","20126205"
"세 치 다리로 떠나는 여행","20126283"
"한국 환경영화의 흐름 단편 모음 2","20110360"
"""안녕, 하세요!""","20126333"
"지구의 아이들 단편 모음 1","20110370"
"다른나라에서","20124350"
"무덤가","20111053"
"강성옥","20126428"
"천국의 아이들","20124044"
"블루 발렌타인","20126026"
"후궁 : 제왕의 첩","20113533"
"그린 맨션","20126328"
"S 중독","20126593"
"머펫 대소동","20126588"
"잠 못 드는 밤","20126008"
"프란체스코와 교황","20125209"
"차형사","20124065"
"킹콩","20050324"
"엄마에게","20090105"
"비둘기는 날지 않는다","20126167"
"극장판 썬더일레븐GO : 궁극의 우정 그리폰","20125806"
"그리움의 종착역","20100466"
"해피 해피 브레드","20126446"
"스노우 화이트 앤 더 헌츠맨","20113745"
"호국팔만대장경","19790023"
"우리 생애 최고의 해","20126327"
"하오의 연정","19578027"
"왕자가 된 소녀들","20126611"
"슈퍼스타","20125430"
"마다가스카3 : 이번엔 서커스다!","20124136"
"영아","20126575"
"백자의 사람 : 조선의 흙이 되다","20127046"
"프로메테우스","20125086"
"스페셜 포스","20126508"
"""진심찾기, 토요일 새벽 첫차""","20126547"
"""여기, 우리가 만나는 곳""","20126511"
"키티와 튤립","20126509"
"시작은 키스!","20126408"
"캐빈 인 더 우즈","20126566"
"맹수는 나의 것","20126537"
"우리가 만든 영화","20126535"
"설마 그럴리가 없어","20126624"
"낮과 밤","20126546"
"오래된 밤","20126545"
"캔 유 필 잇","20126625"
"경복","20125997"
"락아웃: 익스트림미션","20124946"
"금의위 : 14 검의 비밀","20126573"
"셋 업","20126591"
"샤인 어 라이트","20081171"
"""지난 여름, 갑자기""","20126507"
"백야","20126001"
"기타와 나","20126246"
"은마는 오지 않는다","19910026"
"사랑의 도피","20080507"
"가장 어두운 밤의 위로","20126540"
"더 먼 곳","20126539"
"원더풀 라이프","19980048"
"디스턴스","20018972"
"로델린다","20124365"
"아부의 왕","20124055"
"아마추어 ","20126531"
